,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,iteration
0,2.1769,1.0559,2.2843,0.43936000000000003,1.2556,1.1551,5.6036,0.30014,1.1654,0.093098,0.34391,0.19824,1.4774,3.2106,2.2674,1.4273,6.0634,1.5718,0.58213,0.18220999999999998,7.5445,4.8325,17.209,2.5593,0.20321,6.1539,2.1579,2.3971,0.14257,0.62407,0.37734,0.28,0.41793,1.2586,0.4058,0.67872,0.17160999999999998,0.39551,2.5157,2.0279,0.74374,0.42111000000000004,1.5812,0.13518,8.1745,1.6558,0.72647,11.247,0.12038,6.0068,0.089174,0.41045,10.745,9
1,1.2241,0.43509,2.7626,0.32869,0.62638,0.78774,5.3758,0.5049600000000001,2.7269,0.25119,0.30903,0.08299,0.36077,5.2863,1.6083,1.3112,5.5006,2.957,0.56913,0.17585,6.2009,2.1965,9.1233,1.8037,0.69826,2.6072,2.5172,1.1386,0.27157,0.9206700000000001,0.22758,0.29755,0.44669,1.3869,0.40731,0.44415,0.62612,0.79092,1.6063,5.0398,1.9999,0.28509,1.4423,0.20970999999999998,11.095999999999998,1.3687,0.63899,14.242,0.10685,6.7602,0.089581,0.16563,9.0591,9
2,2.6547,0.39587,3.0194,0.29104,1.0434,1.0478,5.6401,0.36982,1.2928,0.14833,0.36175,0.1229,0.38035,3.4176,1.3840000000000001,2.1575,5.7733,4.8705,0.7329,0.1815,4.3808,2.5469999999999997,22.888,3.0126,0.42496999999999996,4.2354,1.8953,1.9418,0.2825,0.73115,0.10958,0.20648000000000002,0.24135,1.1584,0.2043,0.7520399999999999,0.16560999999999998,0.9300200000000001,2.3431,2.6544,0.80811,0.26603000000000004,1.2617,0.12119,14.130999999999998,3.495,1.3531,7.5161,0.20948000000000003,8.5693,0.097666,0.29186999999999996,11.376,9
3,2.2193,0.54643,2.396,0.18913,1.3363,4.3732,3.0858,0.3459,2.9604,0.2143,0.63745,0.19135,0.61974,2.0742,1.6813,1.5474,4.754,1.51,0.5120100000000001,0.14694000000000002,13.082,2.9087,10.914000000000001,1.8558,1.2789,2.8678,3.6417,1.0838,0.17178,0.73115,0.50558,0.30822,0.2764,0.7893399999999999,0.8267100000000001,0.64591,0.11818,0.43356000000000006,1.7384,3.9147,0.81297,0.38666999999999996,2.3806,0.21731,11.507,2.7536,1.7783,17.704,0.2011,7.1594,0.11534000000000001,0.50074,9.8235,9
4,1.8733,0.56828,2.5433,0.24750999999999998,1.3728,1.014,3.717,0.50526,1.149,0.34436,0.34396,0.12542999999999999,0.32503000000000004,7.9424,1.0295,1.9426,5.3,4.6481,0.45591000000000004,0.22910999999999998,5.6874,2.4999,13.145999999999999,1.8303,0.30749,2.0505,4.2896,0.9668899999999999,0.36085,0.79945,0.16427999999999998,0.35559,0.32674000000000003,1.0312,0.68524,0.41322,0.17287,0.5504600000000001,1.0665,1.9802,2.4746,0.40747,1.4336,0.25478,15.147,1.8587,0.703,18.825,0.18439,10.823,0.1004,0.35479,12.966,9
5,1.9408,0.42153999999999997,2.6577,0.43913,0.8192799999999999,1.6272,5.1068,0.70382,0.8341200000000001,0.10652,1.5194,0.046508,0.21266999999999997,2.2082,1.5682,1.8282,5.7754,0.97469,0.36559,0.14299,6.7175,3.2853,22.206999999999997,3.1439999999999997,1.4811,5.2101,1.7316,0.6811,0.49785,0.53782,0.065381,0.2594,0.10897000000000001,1.0993,0.73152,0.9102600000000001,0.14300000000000002,0.44503000000000004,1.5287,3.4472,1.2527,0.30816,1.2798,0.23295,9.866,1.6546,1.464,11.477,0.13902,4.8749,0.12426,0.58281,11.222999999999999,9
6,1.0645,0.90051,4.5292,0.28374,1.1467,0.9545399999999999,6.5356,0.68686,0.8275,0.35784,0.5188,0.11023,0.5058699999999999,1.9103,0.8851100000000001,2.3588,6.7031,1.6796,0.47342,0.16559000000000001,8.4532,2.4012,8.3309,3.0624,0.6985899999999999,8.102,2.2465,1.807,0.20077,1.1387,0.10176,0.25053000000000003,0.39394,0.68697,0.26406999999999997,0.6289,0.57952,0.5164,1.6586,3.0489,1.8888,0.32600999999999997,0.6659,0.12572,8.451,2.0162,1.7839,11.988,0.11917,8.1978,0.1017,0.53923,7.749,9
7,1.0317,1.065,2.9159,0.1248,1.4184,0.86656,4.6683,0.35163,0.88271,0.29075,0.44998,0.094933,0.57794,2.6989,1.4811,2.3173,5.8951,2.2452,1.1274,0.17364000000000002,8.1965,5.6429,6.9363,2.6076,0.73505,4.7293,3.8914,1.1341,0.36114,0.67382,0.1523,0.19414,0.37421,1.0863,0.3857,1.4313,0.17499,0.26521,0.86265,2.1974,3.4767,0.34886,1.4247,0.23065,9.2079,1.6229,1.5382,27.329,0.12483,9.5374,0.10472000000000001,0.47088,9.545,9
8,2.5458,1.1843,2.2488,0.36104,0.7288100000000001,0.99024,5.8573,0.49765,0.81482,0.22735999999999998,0.38379,0.076776,0.40931999999999996,2.2529,1.1471,1.0443,5.4538,1.4542,0.75571,0.21369000000000002,15.305,2.1297,5.4812,2.3632,1.0929,4.8608,3.6376,1.1579,0.16238,0.49251999999999996,0.080388,0.25411999999999996,0.25978,1.0435,0.75479,0.7985,0.40664,0.7297399999999999,1.0607,1.8273,2.7745,0.46195,1.4722,0.16153,12.199000000000002,1.6354,1.7685,13.685,0.2284,9.5285,0.11300999999999999,0.14777,14.026,9
9,1.2572,0.38321,2.9216,0.26552,1.2077,1.0883,3.717,0.94286,1.2889,0.31790999999999997,0.26409,0.17958,0.24628000000000003,5.9028,1.2846,1.7187,5.9685,1.1178,0.32616999999999996,0.15149,7.2254,2.5614,14.909,2.3154,0.85355,3.4359,4.3065,0.99875,0.15469000000000002,1.6693,0.072836,0.27241,0.25534,1.1812,0.7731600000000001,0.70589,0.19380999999999998,0.68615,2.1992,3.0954,2.8204,0.3492,0.9146799999999999,0.11331,4.9145,1.9951,0.80056,9.9633,0.18679,9.5442,0.1105,0.52789,14.002,9
10,1.3943,0.60026,2.7771,0.53023,1.0076,1.6748,3.8772,0.31528,1.5758,0.29225999999999996,1.0532,0.10499000000000001,0.34471,6.2433,1.2464,2.9427,5.0495,1.889,0.46737,0.21072,10.327,1.564,10.009,1.7935,0.50392,10.314,2.8588,0.99595,0.063151,1.4716,0.26400999999999997,0.28486999999999996,0.45618000000000003,0.7106399999999999,0.49543000000000004,0.66811,0.11519000000000001,0.7935800000000001,1.2791,5.3032,2.6752,0.36395,2.3982,0.21383000000000002,9.9564,1.9602,0.8948,6.2206,0.15859,5.7915,0.1468,0.59109,8.8178,9
11,2.8293,0.51385,2.5731,0.18691,0.9071799999999999,0.43623999999999996,5.1179,0.32719000000000004,1.2919,0.29281,0.43625,0.10567,0.5766,7.2493,1.3828,1.6314,4.3799,2.3665,0.5915199999999999,0.22139,6.9363,4.0592,12.629000000000001,2.6623,0.25117,3.4969,2.0368,2.5758,0.11900999999999999,0.49517,0.13201,0.32235,0.22141,0.97996,0.36527,0.57896,0.095038,0.97882,1.0469,1.124,3.2616,0.24224,0.92206,0.13034,7.8441,1.1483,0.70128,17.845,0.13572,9.0464,0.098754,0.16095,7.5479,9
12,1.2276,0.52496,1.7262,0.13314,0.9199299999999999,0.44255,4.8849,0.64879,4.3128,0.7863,0.16566,0.12900999999999999,0.29238000000000003,2.2024,1.3214,0.8770100000000001,4.5958,4.006,0.48988999999999994,0.23951,11.779000000000002,4.822,9.9104,2.5764,0.22286999999999998,10.082,1.0832,1.0232,0.32311,0.7672899999999999,0.17657,0.2792,0.25027,0.9339799999999999,0.20546999999999999,1.4561,0.17160999999999998,0.44632,1.0222,2.1084,4.0298,0.27201,0.86541,0.17759,5.0853,2.8063,0.57398,14.911,0.11810999999999999,7.6308,0.089174,0.41941000000000006,13.341,9
13,1.3061,0.92969,2.2482,0.12935,0.8756299999999999,0.8729399999999999,5.5372,0.44164,1.4228,0.098329,1.6793,0.21644000000000002,0.36077,2.8346,1.0006,0.95926,6.5173,2.3477,0.44946,0.15983,5.982,2.4997,8.0092,2.397,0.60746,3.5757,3.2748,0.47029,0.47186000000000006,1.3217,0.28955,0.31144,0.38633,1.0077,0.22596,0.52774,0.6748,0.59651,1.4042,2.7495,2.2063,0.38489,1.2115,0.12487999999999999,4.3868,1.2229999999999999,1.8314,10.312000000000001,0.19342,6.8257,0.10437,0.16563,12.515,9
14,1.0412,0.39587,2.835,0.24954,0.8690000000000001,1.2941,5.8434,0.36982,1.0066,0.30433000000000004,0.49481,0.14184000000000002,0.46087,2.3299,1.4125,2.1936,5.456,1.2863,0.5613100000000001,0.17809,4.9932,1.925,6.2633,2.6204,0.76905,19.090999999999998,2.1579,0.79101,0.13374,0.38863000000000003,0.093794,0.27753,0.35807,0.93875,0.36974,1.3430000000000002,0.15287,0.50397,1.0559,2.6544,1.8325,0.2954,1.4275,0.11159000000000001,9.3228,1.198,0.7562399999999999,13.927999999999999,0.1849,7.9286,0.12849000000000002,0.1651,7.6884,9
15,2.4256,0.37534,5.5932,0.17858,2.2172,1.8854,5.1909,0.54518,1.7114,0.13635999999999998,0.36041999999999996,0.07396900000000001,0.39615,3.5173,3.0434,2.502,5.652,4.0252,0.79643,0.24624000000000001,8.0503,3.1460000000000004,7.8028,2.1927,0.63581,6.1117,1.6907,2.3039,0.17549,0.68079,0.14683,0.47368000000000005,0.1628,1.2386,0.61215,0.5022800000000001,0.25945999999999997,0.45277,1.4245,4.1822,1.1082,0.25403000000000003,1.7091,0.14177,17.498,1.3944,0.5416300000000001,12.288,0.16752,7.7132,0.09246499999999999,0.24226999999999999,12.592,9
16,1.6349,1.1385,2.487,0.1658,0.75922,0.76,3.3758,0.47343999999999997,1.2295,0.20162,0.27346,0.053891999999999995,0.40585,7.1548,1.2908,1.5531,5.3283,2.8828,0.38256,0.21681999999999998,9.8483,3.2607,9.5822,2.4172,0.28998,6.019,4.2609,1.0156,0.8265600000000001,0.57815,0.17858,0.253,0.43692,1.2493,0.47512,0.9631200000000001,2.8545,0.75371,1.0068,2.9999,0.9932200000000001,0.21628000000000003,1.2582,0.14388,14.57,2.0342,1.2202,10.52,0.15685,6.4478,0.10505999999999999,0.43654,8.7726,9
17,2.439,0.48716000000000004,6.5058,0.20959,0.70145,0.78641,3.5649,0.93125,2.0724,0.3322,1.5194,0.07962899999999999,0.24846999999999997,1.845,1.4562,1.4861,5.3792,1.5069,0.42139,0.23388,7.6097,2.3375,7.2974,2.4109,0.56484,7.3461,3.0205,3.1239999999999997,0.13448,0.7631600000000001,0.24118,0.32704,0.44686000000000003,0.98556,0.77476,2.0125,0.78733,0.45171999999999995,1.1424,1.9433,1.7017,0.27784000000000003,2.0447,0.14787,7.9449,2.161,0.65875,10.263,0.18213,5.916,0.10109,0.44235,12.475999999999999,9
18,1.993,0.62273,3.4810000000000003,0.2052,1.9434,0.83062,6.3671,0.77444,3.3659,0.12195999999999999,0.30629,0.10397999999999999,0.27058000000000004,2.0795,1.2615,1.6049,5.111000000000001,2.1015,0.40197,0.19544,9.019,2.6129,21.248,2.5832,1.6893,6.471,8.9918,1.1364,0.1287,0.88582,0.33266999999999997,0.25592,0.36171,1.0989,0.85925,1.0242,0.15517,1.578,2.5380000000000003,2.8526,1.0887,0.33609,2.6357,0.15957000000000002,10.588,1.7619,1.1211,9.6123,0.17775,9.897,0.10421,0.2423,7.4694,9
19,3.3667,0.78684,2.7841,0.28278000000000003,0.9305700000000001,0.8604700000000001,8.4594,2.2378,1.5502,0.28306,0.17262,0.12996,0.57794,3.0328,1.1373,2.3173,5.5817,2.3092,0.5451,0.17795,6.1834,4.2433,6.8256,2.4667,0.65154,2.1188,3.0746,1.2599,0.17881,1.0256,0.12282,0.19145,0.42881,1.0863,0.27031,0.56199,0.17811,0.48941,1.1263,2.1974,1.9974,0.35481999999999997,1.6685,0.14336,13.449000000000002,1.459,1.8543,9.4694,0.11695,7.8706,0.08963600000000001,0.46353,15.493,9
20,1.6147,0.47196000000000005,2.1047,0.18405,0.6504800000000001,0.79594,6.716,0.39591,3.2649,0.33638,0.41146000000000005,0.071745,0.29686,4.2433,1.4761,1.4509999999999998,5.1595,2.571,0.50427,0.21400999999999998,7.2254,2.4684,10.505,2.5922,0.55443,5.5852,3.5971,1.2890000000000001,0.21144000000000002,1.9265,0.095095,0.27192,0.5857399999999999,0.8307100000000001,0.48386999999999997,0.61819,0.18666,0.49246999999999996,2.5901,2.3434,1.982,0.359,1.4722,0.124,12.199000000000002,1.8313,1.1314,11.658,0.13912,7.8112,0.14718,0.19333,10.395,9
21,1.2890000000000001,0.97272,2.106,0.50534,0.8419200000000001,0.77203,5.1689,0.42203,1.0597,0.24636,0.84729,0.14243,0.27659,11.464,1.2935,3.5660000000000003,5.5305,1.0991,0.51012,0.23283,12.062000000000001,1.5552,11.705,2.6669,0.55518,6.6007,4.3065,0.67566,0.43278999999999995,0.47398999999999997,0.22535,0.31238,0.30406,1.0568,0.20371,0.90995,0.16671,0.6289899999999999,2.2271,2.8202,2.0609,0.33878,1.8259,0.15862,9.9935,2.421,2.0035,14.488,0.13272,6.6602,0.12072000000000001,0.39648,9.9869,9
22,2.4046,1.0102,5.4913,0.25511999999999996,0.91938,1.3936,7.7694,0.54518,1.1077,0.29323,0.21258000000000002,0.06579600000000001,0.16662000000000002,3.3288,0.76508,1.3128,4.8733,1.5418,0.55518,0.21072,6.6694,2.9619999999999997,8.079,2.2976,0.59246,5.329,2.5027,2.1241,0.7660600000000001,0.60232,0.26400999999999997,0.27641,0.27958,1.0398,0.67476,0.8285,1.9585,0.96859,1.2791,2.9412,0.8087300000000001,0.36669,1.5959,0.11825999999999999,7.1564,1.9602,1.9234,6.6878,0.1574,5.9566,0.11663,0.94958,8.2904,9
